"lat","lon","elev","PLreal","dist","horAngle","vertAngle","attVer","attHor","PLecc33","PLhata","BTS_ID"
-8.076736,-34.896942,6.2582812,135.5,1.04186991204997,-13.4871538984607,1.4471282088461,17.6,0.43,149.86861833781,133.257495796969,"BTS_01"
-8.076735,-34.896873,6.2996278,134.1,1.03839736144833,-13.8599017155208,1.44375378748023,17.6,0.43,149.825169401504,133.207710945258,"BTS_01"
-8.076726,-34.89962,6,134.15,1.20212163904836,-0.770915559077025,1.65921064809258,17.6,0,151.746351028307,135.390976871064,"BTS_01"
-8.07672,-34.899605,6,139.75,1.20055898878311,-0.811872878831082,1.6570550263965,17.6,0,151.729140432179,135.371579933278,"BTS_01"
-8.076719,-34.899628,6,134.8,1.20207623674632,-0.714871095515832,1.65914801726213,17.6,0,151.745851259687,135.390413655001,"BTS_01"
-8.076701,-34.896622,6.5123219,128.2,1.02307368985302,-15.1574561336913,1.42983546089608,17.6,0.57,149.631890148476,132.986013359877,"BTS_01"
-8.076695,-34.896812,6.3839326,128.8,1.03144595206335,-14.0861928426816,1.43703207125232,17.6,0.5,149.737805180005,133.107548620399,"BTS_01"
-8.076694,-34.896751,6.4261746,131.9,1.02842509490061,-14.4203855223251,1.43429806756573,17.6,0.5,149.699677148041,133.063810729478,"BTS_01"
-8.076687,-34.899635,6,134.166666666667,1.1998109818058,-0.578640810695219,1.65602317512398,17.6,0,151.720895064307,135.362286100664,"BTS_01"
-8.076658,-34.896492,6.6599789,131.05,1.01276974663438,-15.7792744884844,1.420556111444,17.6,0.57,149.500481045031,132.835064388684,"BTS_01"
-8.076654,-34.896637,6.5627108,129.625,1.01902707776233,-14.9495076382921,1.42593457297662,17.6,0.5,149.580422686388,132.92691405904,"BTS_01"
-8.076653,-34.896683,6.5319839,129.866666666667,1.02108352234064,-14.6891342074514,1.42773978888513,17.6,0.5,149.606600428948,132.956976954923,"BTS_01"
-8.07665,-34.899654,6,129,1.19796651903211,-0.376172874037366,1.65347879418736,17.6,0,151.700543854747,135.339344248983,"BTS_01"
-8.076634,-34.899639,6,137.066666666667,1.19554026275513,-0.382760747726309,1.65013183667372,17.6,0,151.673730995187,135.309112064661,"BTS_01"
-8.07663,-34.899662,6,138.4,1.19681582236363,-0.275683678812129,1.65189143942761,17.6,0,151.68783336804,135.325013720375,"BTS_01"
-8.076615,-34.896526,6.6828632,127.2,1.00995608470742,-15.4739862124964,1.41740505899049,17.6,0.57,149.464392225753,132.793578295185,"BTS_01"
-8.076615,-34.896362,6.7839236,131.233333333333,1.00258755063049,-16.4137994036968,1.41055903294493,17.6,0.65,149.36945851645,132.684382704998,"BTS_01"
-8.076612,-34.89967,6,133.333333333333,1.19583981899822,-0.181833345015605,1.65054506734028,17.6,0,151.677044036205,135.312847980966,"BTS_01"
-8.07661,-34.896557,6.6695471,128.766666666667,1.0108735480343,-15.2847062850393,1.41822963943379,17.6,0.57,149.476169622369,132.807118536679,"BTS_01"
-8.076581,-34.896431,6.7716665,125.6,1.00219777406765,-15.9287583198068,1.40958670212837,17.6,0.57,149.36441961306,132.678584210881,"BTS_01"
-8.076573,-34.899685,6,139.733333333333,1.19357078815665,0.012580204541905,1.64741498933662,17.6,0,151.651930607127,135.284526424924,"BTS_01"
-8.076573,-34.896236,6.8815794,131.3,0.992805235999686,-17.0403370500485,1.40015848154486,17.6,0.73,149.242469187941,132.538170348446,"BTS_01"
-8.076567,-34.896431,6.7841272,134.966666666667,1.00077501940601,-15.8923648758895,1.40801701452546,17.6,0.57,149.346011996535,132.657399506484,"BTS_01"
-8.076554,-34.896343,6.8385401,126.3,0.995526683454995,-16.3678725299862,1.4025095138606,17.6,0.65,149.2779083455,132.57899088498,"BTS_01"
-8.076553,-34.89967,6,136.2,1.1908026223546,0.0205338922925193,1.64359635234542,17.6,0,151.621235447027,135.249901774893,"BTS_01"
-8.076541,-34.899689,6,142.033333333333,1.19112884386283,0.138996425451069,1.64404637005068,17.6,0,151.624856080413,135.253986385876,"BTS_01"
-8.076538,-34.899693,6,134.8,1.19115787753595,0.165563561282738,1.64408642155991,17.6,0,151.625178273747,135.254349861525,"BTS_01"
-8.07653,-34.896267,6.8885536,129.2,0.989743202245099,-16.7501174949348,1.3960814031626,17.6,0.65,149.202492079462,132.492107172242,"BTS_01"
-8.07653,-34.896103,6.9600472,130.733333333333,0.982748228071592,-17.718411638928,1.38866219968432,17.6,0.73,149.110755961485,132.386342609253,"BTS_01"
-8.076526,-34.896305,6.8744793,128.2,0.990995554534134,-16.5174711224412,1.39736312918076,17.6,0.65,149.218855652536,132.51096391779,"BTS_01"
-8.076508,-34.896191,6.9300675,129,0.984209433025926,-17.1418744825587,1.38969883720552,17.6,0.73,149.129966608176,132.408498212151,"BTS_01"
-8.076507,-34.899704,6,136.333333333333,1.18930693320563,0.317431440166274,1.64153306887529,17.6,0,151.604623987075,135.231159952389,"BTS_01"
-8.076488,-34.896183,6.9404626,136.85,0.981815357883378,-17.138817590978,1.38667490024936,17.6,0.73,149.098478195714,132.372180676572,"BTS_01"
-8.076488,-34.895973,6.9441452,130.4,0.973056923159058,-18.3947174462038,1.37443436302102,17.6,0.82,148.982700614648,132.238558548746,"BTS_01"
-8.076487,-34.896122,6.9618559,131.333333333333,0.979120089982351,-17.4988100141566,1.38359919872884,17.6,0.73,149.062947022831,132.331187999276,"BTS_01"
-8.076481,-34.8997,6,134.133333333333,1.18681585451698,0.391613470560969,1.63809664920255,17.6,0,151.57691637469,135.199892960967,"BTS_01"
-8.076477,-34.899712,6,139.966666666667,1.18733449881643,0.454146884174463,1.63881211511877,17.6,0,151.582689363296,135.206408176165,"BTS_01"
